timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.880,-9.500140,0.045140,0.734440,-0.126875,0.888125,-0.083125
0.900,-9.501970,0.039650,0.735050,-0.122500,0.848750,-0.030625
0.920,-9.498921,0.037820,0.731390,-0.126875,0.822500,-0.070000
0.940,-9.505020,0.039650,0.727730,-0.183750,0.783125,-0.052500
0.960,-9.488550,0.040260,0.733830,-0.144375,0.787500,-0.087500
0.980,-9.499530,0.050020,0.713700,-0.126875,0.813750,-0.052500
1.000,-9.500751,0.041480,0.722850,-0.091875,0.853125,-0.070000
1.020,-9.506850,0.042700,0.713090,-0.083125,0.888125,-0.048125
1.040,-9.503191,0.045140,0.713090,-0.065625,0.770000,-0.065625
1.060,-9.495871,0.043310,0.716140,-0.061250,0.826875,-0.065625
1.080,-9.506241,0.034770,0.717970,-0.100625,0.905625,-0.013125
1.100,-9.494651,0.029890,0.726510,-0.100625,0.818125,-0.087500
1.120,-9.499530,0.034770,0.721630,-0.105000,0.883750,-0.035000
1.140,-9.497090,0.038430,0.727730,-0.148750,0.818125,-0.035000
1.160,-9.489771,0.045750,0.723460,-0.100625,0.805000,-0.074375
1.180,-9.497701,0.047580,0.717360,-0.096250,0.805000,-0.048125
1.200,-9.503800,0.051240,0.723460,-0.131250,0.787500,-0.043750
1.220,-9.498921,0.046970,0.724680,-0.126875,0.901250,-0.035000
1.240,-9.490991,0.042090,0.721020,-0.087500,0.844375,-0.065625
1.260,-9.503800,0.050630,0.725290,-0.091875,0.835625,-0.061250
1.280,-9.503800,0.049410,0.716750,-0.126875,0.791875,-0.070000
1.300,-9.501970,0.036600,0.728340,-0.109375,0.844375,-0.048125
1.320,-9.505630,0.048190,0.719190,-0.065625,0.805000,-0.070000
1.340,-9.493431,0.045140,0.722240,-0.100625,0.892500,-0.048125
1.360,-9.508070,0.043920,0.721630,-0.109375,0.848750,-0.048125
